Gene stable ID,drug_claim_name,drug_target_genes,genes_PPI1
ENSG00000100823,"#EQUILIN#QUERCETIN DIHYDRATE#CIANIDANOL#LUTEOLIN#BAICALEIN#FUMARPROTOCETRARIC ACID#SB-216763#CEFAMANDOLE SODIUM#NSC-66209#CISPLATIN#MYRICETIN#AG-1288#APX-3330#PYROGALLOL RED#D-DOPA#HOMIDIUM BROMIDE#IRETOL#MITOXANTRONE DIHYDROCHLORIDE#DOPAMINE#CEFOTAXIME SODIUM#CADMIUM DICHLORIDE#DAUNORUBICIN HYDROCHLORIDE#CARMINE#PURPURIN#PROTOPORPHYRIN DISODIUM#CARBOPLATIN#ERYTHROSINE#3-METHOXYCATECHOL#HYCANTHONE#ASTERRIC ACID#NSC-180246#IDARUBICIN#AURINTRICARBOXYLIC ACID#QUERCETIN#NSC-69187#VITEXIN#QUINACRINE DIHYDROCHLORIDE#ARACHIDONOYL GLYCINE#CONGO RED#LEVONORDEFRIN#5,7,3',5'-TETRAHYDROXYFLAVANONE#CADMIUM ACETATE#HEMATOXYLIN#NIMESULIDE#ROSE BENGAL#DACTINOMYCIN#IRIGINOL HEXAACEATATE#fluorouracil#LIPOIC ACID, ALPHA#EMODIC ACID#EMODIN#GOSSYPOL#GALLIC ACID METHYL ESTER#CARMINIC ACID#5,8,11,14-EICOSATETRAYNOIC ACID#2S,1'S,2'S)-2-(CARBOXYCYCLOPROPYL)GLYCINE#EPIGALOCATECHIN GALLATE#APX-3330#5,6,7,8,4'-PENTAHYDROXYFLAVONE#CATECHIN#GNF-PF-3542#SULOCHRIN#radiotherapy#METHYLDOPA (RACEMIC)#CEPHALORIDINE#PERSEITOL#DOXORUBICIN#TETROQUINONE#ACRIFLAVINE CHLORIDE#ISOSPAGLUMIC ACID#ROBINETIN#AG-538#HUMAN CHORIONIC GONADOTROPIN#HSP70#INDIGO#DIENOCHLOR#GNF-PF-1852#SURAMIN HEXASODIUM#6-HYDROXYMELATONIN#ALTENUSIN#PROPANTHELINE BROMIDE#ROSMARINIC ACID#SENNOSIDE A#HYPERICIN#HARMINE#OXYTETRACYCLINE#SHIKONIN#NOREPINEPHRINE#PYRONIN Y#DEXPROPRANOLOL HYDROCHLORIDE#PYROGALLOL#DEPHOSTATIN#3,4-DIHYDROXYPHENYLACETIC ACID#PROPAZINE#METHACYCLINE HYDROCHLORIDE#QUINALIZARIN#CARMINOMYCIN#EUFLAVINE#TANNIC ACID#cisplatin#LEVODOPA#PROTOPORPHYRIN#PROPIDIUM#METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE#CYCLOBENZAPRINE HYDROCHLORIDE#CEPHAPIRIN SODIUM#GNF-PF-5510#RHEIN#DOXORUBICIN HYDROCHLORIDE#AMPICILLIN TRIHYDRATE#IRIGENOL#OXIDOPAMINE#ISOKAEMPFERIDE#MUNDULONE ACETATE#ENALAPRIL#MESALAMINE#NORDEFRIN#IMIPRAMINE HYDROCHLORIDE#NBQX#TCMDC-123912#FLUORESCEIN#3,8'-BIAPIGENIN#EUPAFOLIN#SLAZINIC ACID#BENZOQUINONE#NSC-638080#ASCORBYL PALMITATE#METHANESULFONIC ACID METHYL ESTER#NSC-107022#SURAMIN#DAUNORUBICIN#L-NOREPINEPHRINE#WEDELOLACTONE#AG-537#DCMU#7,8,2'-TRIHYDROXYFLAVONE#AVOBENZONE#DAPHNETIN#2-HYDROXYPHENAZINE 5,10-DIOXIDE#GOSSYPETIN#MINOCYCLINE HYDROCHLORIDE#N-PHENETHYLCINNAMAMIDE#SENNOSIDE B#NSC-9037#OLTIPRAZ#CATECHOL#TCMDC-124266#IOFETAMINE HYDROCHLORIDE#GNF-PF-3148#LY-367385#PURPUROGALLIN#HISPIDIN#CHLORANIL#TETRAIDOFLUORESCEIN#INDAPAMIDE#AMPICILLIN#THIOLACTOMYCIN#CNQX DISODIUM#DOPAMINE HYDROCHLORIDE#CEFIXIME#TRANSPLATIN#METHYLDOPA#7-NITROINDAZOLE#METHOTREXATE#PARAPLATIN#HAEMATOXYLIN#KOPARIN#JUGLONE#POTASSIUM DICHROMATE#APIGENIN#FISETIN#STICTIC ACID#ZINC 03369470#ERBSTATIN#MORIN#S-(P-AZIDOPHENACYL)GLUTATHIONE#CHRYSOPHANOL#OXIDOPAMINE HYDROCHLORIDE#TYRPHOSTIN 47#ELLAGIC ACID#BENSERAZIDE HYDROCHLORIDE#ELLIPTECINE#EPINEPHRINE",,",ENSG00000196470"
ENSG00000100890,#zileuton#Leukotriene receptor antagonists,,",ENSG00000163348,ENSG00000103319"
ENSG00000100902,#MARIZOMIB#CARFILZOMIB#CARFILZOMIB#CARFILZOMIB#OPROZOMIB#IXAZOMIB#BORTEZOMIB#BORTEZOMIB#BORTEZOMIB#IXAZOMIB CITRATE,,",ENSG00000138435,ENSG00000186642,ENSG00000116288,ENSG00000121351,ENSG00000102158,ENSG00000126777,ENSG00000164597"
ENSG00000100906,#adalimumab#6-METHOXYCOMAPARVIN#PEPEROMIN E#etanercept#DIOSCIN#WEDELOLACTONE#ustekinumab#6-METHOXYCOMAPARVIN 5-METHYL ETHER#DEMETHYLWEDELOLACTONE#(+)-TUBERIFERIN#GAMBOGIC ACID#infliximab,,",ENSG00000165698,ENSG00000226761,ENSG00000032742,ENSG00000123104,ENSG00000140009,ENSG00000099381,ENSG00000103275"
ENSG00000100911,#BORTEZOMIB#CARFILZOMIB,,",ENSG00000275700,ENSG00000186642,ENSG00000126777,ENSG00000121351"
ENSG00000100985,#CURCUMIN PYRAZOLE#NEOVASTAT#PMID29130358-Compound-Figure13(4)#PMID29130358-Compound-Figure17(10)#PMID29130358-Compound-Figure17(11)#PMID29130358-Compound-Figure17(12)#CTS-1027#celecoxib#ANDECALIXIMAB#Antihypertensives#BLZ-100#MARIMASTAT#AZD-1236#S-3304#PRINOMASTAT#MARIMASTAT#DP-b99#PMID29130358-Compound-Figure17(13)#TST10088#hydralazine#Methyldopa#Andecaliximab#DX-2802#PMID29130358-Compound-Figure18(14a)#PMID29130358-Compound-LonimacranthoideVII#PMID29130358-Compound-SB-3CT#BEVACIZUMAB#MARIMASTAT#GM6001#AE-941#DEMETHYLWEDELOLACTONE#CARBOXYLATED GLUCOSAMINE#GS-5745#Curcumin#COL-3#ulinastatin#nifedipine#REBIMASTAT,,",ENSG00000237693,ENSG00000100060,ENSG00000164816,ENSG00000101336,ENSG00000137707,ENSG00000116031"
ENSG00000100994,#PSN357,,",ENSG00000064651,ENSG00000182890,ENSG00000183733"
ENSG00000101000,#GED-APC,,",ENSG00000149295"
ENSG00000101017,#LUCATUMUMAB#GP-120#TENELIXIMAB#DACETUZUMAB#RECOMBINANT HUMAN IL-2#TETANUS TOXOID#BLESELUMAB#KINASE INHIBITOR#ISF35#ASKP-1240#CFZ533#LUCATUMUMAB#FLUDARABINE#APX005M#SELICRELUMAB#GILORALIMAB#CD40L#HYDROQUINONE#BPX-101#MBL#SOTIGALIMAB#CDX-1140#ISCALIMAB#PG-102#SGN-14#PG102#BI 655064#CD40 LIGAND#DACETUZUMAB#STREPTOZOTOCIN#ABBV-323,,",ENSG00000167419,ENSG00000180209,ENSG00000168530,ENSG00000166165,ENSG00000108590,ENSG00000275700,ENSG00000165698,ENSG00000111245,ENSG00000130005"
ENSG00000101076,#TOREMIFENE CITRATE#ALBUMIN#NSC-39249#ROSIGLITAZONE#ANDROSTENEDIONE#ALVERINE#efavirenz#carbamazepine#docetaxel#rosuvastatin#warfarin#MEDICATION#ALPHA INTERFERON#ANTISERUM#UREA#INSULIN#GNF-PF-1947#TESTOSTERONE,,",ENSG00000129473,ENSG00000135116,ENSG00000171552,ENSG00000143384,ENSG00000171791,ENSG00000140379,ENSG00000153094,ENSG00000104081,ENSG00000141682"
ENSG00000101096,#asparaginase,,",ENSG00000150779,ENSG00000175324"
ENSG00000101144,#doxorubicin#methotrexate#daunorubicin#thioguanine#pegaspargase#cyclophosphamide#vincristine#cytarabine#dexamethasone#prednisone,,",ENSG00000152207"
ENSG00000101158,"#Thiazides, plain#diuretics#hydrochlorothiazide",,",ENSG00000147065,ENSG00000198176,ENSG00000224877,ENSG00000005022"
ENSG00000101182,#OPROZOMIB#MARIZOMIB#BORTEZOMIB#BORTEZOMIB#CARFILZOMIB#IXAZOMIB#CARFILZOMIB#CARFILZOMIB#IXAZOMIB CITRATE#BORTEZOMIB,,",ENSG00000164597,ENSG00000126777,ENSG00000116288,ENSG00000121351,ENSG00000186642,ENSG00000102158,ENSG00000138435"
ENSG00000101210,#PLITIDEPSIN,,",ENSG00000137574"
ENSG00000101224,#NSC-119915#NSC-119913#NSC-279835#TYROSINE KINASE INHIBITOR#NSC-302042#ZINC 00035263#3-(3-STIBONOPHENYL)PROPANOIC ACID#NSC-156744#NSC-663284#NSC-37136#NSC-46080#NSC-28620#NSC-238165#NSC-117023#NSC-122400#NSC-71881#NSC-125252#NSC-109483#NSC-127133#NSC-601364#NSC-75270,,",ENSG00000162643,ENSG00000108312,ENSG00000141527"
ENSG00000101266,#TOZASERTIB#PF-562271#LINIFANIB#KENPAULLONE#HEPARIN#HESPERADIN#ALSTERPAULLONE#GW441756X#TAMATINIB#RG-1530#PHA-767491#CYC-116#SP-600125#AZAKENPAULLONE#SILMITASERTIB#CX-4945#SB-220025#ALISERTIB#MLN-8054#GNF-PF-2301#SILMITASERTIB#CX-4945#KD-025,,",ENSG00000099203,ENSG00000167850,ENSG00000068078"
ENSG00000101336,"#HESPERADIN#DOVITINIB#US8933228, 3#US8933228, Ref 2#BK3#BK7#GEFITINIB#PF-562271#AG-1879#TAMATINIB#ILORASERTIB#DASATINIB#US9108950, 1#LIF#DASATINIB#XL-228#MASITINIB#SB19065#3-(6-allyloxy-2-naphthyl)-1-(4-piperidylmethyl)pyrazolo[3,4-d]pyrimidin-4-amine#ENMD-981693#TG100-801#Unii-I92MU0V408#STI571#MLN-8054#AST-487#Doramapimod#BOSUTINIB",,",ENSG00000090006,ENSG00000139567,ENSG00000017427,ENSG00000169248,ENSG00000118523,ENSG00000106991,ENSG00000092969,ENSG00000143768,ENSG00000137507,ENSG00000011465,ENSG00000100985,ENSG00000232810,ENSG00000175899,ENSG00000182492,ENSG00000175189,ENSG00000106819,ENSG00000174004,ENSG00000163513,ENSG00000136244,ENSG00000136634,ENSG00000166949,ENSG00000122176,ENSG00000049323,ENSG00000115414,ENSG00000141646,ENSG00000163083,ENSG00000099250,ENSG00000112115,ENSG00000146648,ENSG00000125538,ENSG00000122641,ENSG00000069702,ENSG00000243709,ENSG00000119681,ENSG00000101665,ENSG00000087245,ENSG00000138685,ENSG00000106799,ENSG00000119699,ENSG00000105855,ENSG00000137801,ENSG00000138448,ENSG00000132170,ENSG00000138798,ENSG00000115221,ENSG00000019991,ENSG00000168056,ENSG00000139269,ENSG00000175387"
ENSG00000101347,#stavudine,,",ENSG00000136819"
ENSG00000101412,#PS-341#PACLITAXEL#BCNU#GP-120#QUERCETIN#LARGAZOLE#PRIMAQUINE#NERVE GROWTH FACTOR#VASOPRESSIN#HORMONES#NICOTINE#17 BETA-ESTRADIOL#URSODEOXYCHOLIC ACID#5-FLUOROURACIL#ETOPOSIDE#EDIFOLIGIDE#IRINOTECAN#ANTISENSE OLIGONUCLEOTIDES#ADRIAMYCIN#DES#CISPLATIN#12-O-TETRADECANOYLPHORBOL-13-ACETATE#HOECHST 33258#EDIFOLIGIDE SODIUM#ARQ-171#HGF#RAS INHIBITORS#VITAMIN C#NAC#MTX,,",ENSG00000113303,ENSG00000164047,ENSG00000157404,ENSG00000183579,ENSG00000226761"
ENSG00000101425,#XOMA-629,,",ENSG00000164816,ENSG00000116031"
ENSG00000101557,#PMID26077642-Compound-Figure3A#Tricyclic heterocycle derivative 4,,",ENSG00000186642,ENSG00000121351,ENSG00000102158,ENSG00000164597,ENSG00000138435,ENSG00000197043,ENSG00000126777"
ENSG00000101665,#GED-0301#TPA,,",ENSG00000145020,ENSG00000101336"
ENSG00000101670,#GSK-264220A,,",ENSG00000004399"
ENSG00000101680,#OCRIPLASMIN,,",ENSG00000134352"
ENSG00000101751,"#IDARUBICIN#QUINACRINE DIHYDROCHLORIDE#PURPURIN#MYRICETIN#ASTERRIC ACID#PHENYLSTIBONIC ACID#SJ000001516#DAUNORUBICIN HYDROCHLORIDE#TDR77578#NSC-22225#CHARTREUSIN#TALAROFLAVONE#BETA-LAPACHONE#GALUTEOLIN#FURAMIDINE#CARMINE#NAVITOCLAX#IRSOGLADINE MALEATE#GW305074X#INDIUM CHLORIDE#HOMIDIUM BROMIDE#DEOXYVASICINONE#QUERCETIN DIHYDRATE#CLOZAPINE#QUERCETIN#4-AMINOPHENOL#N-METHYLDOPAMINE HCL#DNDI1417523#STREPTONIGRIN#5,7,3',5'-TETRAHYDROXYFLAVANONE#MITOXANTRONE DIHYDROCHLORIDE#SB-415286#DNDI1416969#FENOLDOPAM BROMIDE#2,3,4-TRIHYDROXYBENZOPHENONE#KAEMPFEROL#CEFOTETAN#S(+)-ISOPROTERENOL-BITARTRATE#EMODIC ACID#CRYPTOTANSHINONE#ARACHIDONOYL GLYCINE#FOSFONET#SCLEROTIORIN#2-METHOXY-1,4-NAPHTHOQUINONE#(+)-TAXIFOLIN#TOLONIUM CHLORIDE#D-DOPA#CEFOTAXIME SODIUM#ISOVELLERAL#TCMDC-125180#CEPHALOTHIN#ISOORIENTIN#HYCANTHONE#NSC-95397#PROTOPORPHYRIN DISODIUM#4-({[2-(BENZYLOXY)PHENYL]METHYL}AMINO)PHENOL#TCMDC-123723#1-DEOXYRUBRALACTONE#ALPHA,BETA-DEHYDROCURVULARIN#NSC-155693#LUTEOLIN#AMINOQUINOL#CEFAMANDOLE SODIUM#GOSSYPOL#AURINTRICARBOXYLIC ACID#NSC-69187#LORNOXICAM#TYRPHOSTIN 25#PYROGALLOL RED#CEFUROXIME SODIUM#MONTELUKAST SODIUM#GNF-PF-1852#TYRPHOSTIN 51#RO-137410#DEPHOSTATIN#PYRONIN Y#GW7647#5,6,7,8,4'-PENTAHYDROXYFLAVONE#METHACYCLINE HYDROCHLORIDE#SCOULERINE#NSC-74859#CEFSULODIN SODIUM#DL-CATECHIN TRIHYDRATE#ETHACRYNIC ACID#CEFOTIAM HYDROCHLORIDE#LINOLENIC ACID#3-O-METHYLQUERCETIN#AG-538#DNDI1417086#AMINACRINE HYDROCHLORIDE#PENTAMIDINE DIISETHIONATE#NOREPINEPHRINE#QUERCITRIN#(-)-EPICATECHIN#INDIGOTINDISULFONATE#DIOTYROSINE#PINAFIDE#ERGOCRYPTINE#HOMIDIUM#LAVENDUSTIN C#SURAMIN HEXASODIUM#EPIRUBICIN HYDROCHLORIDE#HYDROXYSTILBAMIDINE#ACRIFLAVINE CHLORIDE#AMENTOFLAVONE#SANGUINARIUM CHLORIDE#SULOCHRIN#(-)-DICENTRINE#NSC-36398#DITHIAZANINE#ISOTHYMONIN#TCMDC-123912#3,8'-BIAPIGENIN#NSC-61836#CHLOROTHALONIL#AG-537#ERGOCORNINE#CEPHAPIRIN SODIUM#AG-494#NSC-107022#EUPAFOLIN#3-HYDROXYANTHRANILIC ACID#QUINACRINE#SULFURETIN#NORDIHYDROGUAIARETIC ACID#PORFIROMYCIN#DNDI1417614#TAXIFOLIN#PENTAMIDINE ISETHIONATE#PROTOAPIGENONE#NANAOMYCIN#GNF-PF-2272#LEVODOPA#WORTMANNIN#NSC-60340#NSC-19803#ISOKAEMPFERIDE#RHEIN#GNF-PF-5510#DAPHNETIN#THUNBERGINOL B#GAMOLENIC ACID#4-PHENYLAMINO-[1,2]NAPHTHOQUINONE#PHYSODIC ACID#SLAZINIC ACID#PROTOPORPHYRIN#NSC-348401#NSC-638080#NSC-19063#SJ000244629#SJ000044511#MITONAFIDE#HISPIDIN#PROSTAGLANDIN B1#IDARUBICIN HYDROCHLORIDE#PURPUROGALLIN#GNF-PF-3037#APOMORPHINE HYDROCHLORIDE HEMIHYDRATE#NSC-7387#9,10-PHENANTHRENEQUINONE#TETRAIDOFLUORESCEIN#GNF-PF-3145#ACETOSIDE#CHALCONE#AG-808#FLUPIRTINE MALEATE#DNDI1417149#HYDROXYZINE PAMOATE#AMPICILLIN#GNF-PF-159#GNF-PF-67#ROTTLERIN#INDOCYANINE GREEN SODIUM#ZINC 03369470#N-(4-CARBOXYMETHENE)PHENYLPYRROLE#NCG-C00094421-01#HAEMATOXYLIN#BENZO[D]ISOTHIAZOL-3-ONE#GNF-PF-4418#BISINDOLYLMALEIMIDE IX#CEPHALOCHROMIN#MORIN#STICTIC ACID#CEFIXIME#SJ000082806#MUCRONULATOL(+/-)#SELEGILINE HYDROCHLORIDE#4-CHLOROMERCURIBENZOIC ACID#2-AMINOPHENOXAZINONE#MITOXANTRONE#ELLAGIC ACID#S-(P-AZIDOPHENACYL)GLUTATHIONE#ELLIPTECINE#BENSERAZIDE HYDROCHLORIDE#INAMRINONE#CATECHOL#BI-87E7#TRANSPLATIN#PICEATANNOL#METHYLENE BLUE#NSC-228155#METHYLDOPA#LAVENDUSTIN B#FAGARONINE#DAPHNORIN#METHOTREXATE#ERBSTATIN#GNF-PF-1947#NSC-133896#TCMDC-124266#SALIRASIB#NSC-121858#GNF-PF-4384#AMARANTH",,",ENSG00000139133"
ENSG00000101843,#CARFILZOMIB#BORTEZOMIB,,",ENSG00000160688,ENSG00000138435,ENSG00000164597,ENSG00000102158"
ENSG00000101846,#STX 64#PGL-2#PGL-2001#Tranilast#IROSUSTAT#STX-140#COUMATE#DANAZOL#ANTIESTROGENIC#ESTRONE#PGL2001#PENICILLAMINE#17ALPHA-3'-TRIFLUOROMETHYLBENZYLESTRADIOL#ESTRONE-SULFATE#DECAPEPTYL#ANTIESTROGENS#17ALPHA-3'-BROMOBENZYL ESTRADIOL#PROGESTERONE#PROGESTOGENS,,",ENSG00000153820,ENSG00000145819"
ENSG00000101856,#OPC-14523,,",ENSG00000050730"
ENSG00000101868,#BROMOVINYL DEOXYURIDINE#FLUDARABINE PHOSPHATE#CLOFARABINE#DIGALLIC ACID#CYTARABINE#TROXACITABINE#ASPACYTARABINE#CLOFARABINE#NELARABINE#FLUDARABINE#FLUDARABINE#GEMCITABINE HYDROCHLORIDE#CLOFARABINE,,",ENSG00000118965,ENSG00000184260,ENSG00000081853,ENSG00000157404,ENSG00000168710,ENSG00000100142"
ENSG00000101916,#MOTOLIMOD#SURECN254984#MEDI9197#NKTR-262#TELRATOLIMOD#VTX-2337#BAZLITORAN#VTX-1463#VTX-1463#ENPATORAN#CL-075#RESIQUIMOD#SELGANTOLIMOD#CPG 52364#IM0-8400#CPG 52364#RESIQUIMOD#VTX-2337,,",ENSG00000104093,ENSG00000066427,ENSG00000150991"
ENSG00000101966,"#emapalumab#AEG35156, GEM 640#HGS-1029#PMID25980951-Compound-10#PMID25980951-Compound-15#PMID25980951-Compound-21#PMID25980951-Compound-27#PMID25980951-Compound-32#PMID25980951-Compound-37#PMID25980951-Compound-39#PMID25980951-Compound-43#PMID25980951-Compound-7#PHENOXODIOL#CUDC-427#Birinapant#LCL161#ALPHA-DIFLUOROMETHYLORNITHINE#17-AAG#UCN-01#SM-122#Emapalumab-lzsg#DIFFERENTIATING AGENTS#FLAVOPIRIDOL#PMID25980951-Compound-1#PMID25980951-Compound-14#PMID25980951-Compound-19#PMID25980951-Compound-20#PMID25980951-Compound-26#PMID25980951-Compound-28#PMID25980951-Compound-38#PMID25980951-Compound-41#PMID25980951-Compound-6#ARA-C#TL 32711#AT-406#HGS1029#FLUDARABINE#2-CDA#ADRIAMYCIN#BORTEZOMIB#DOX#AEG40826#PMID25980951-Compound-13#PMID25980951-Compound-22#PMID25980951-Compound-29#PMID25980951-Compound-3#PMID25980951-Compound-36#PMID25980951-Compound-4#PMID25980951-Compound-40#PMID25980951-Compound-42#PMID25980951-Compound-44#PMID25980951-Compound-45#PMID25980951-Compound-5#STI-571#ALL TRANS-RETINOIC ACID#VP-16#CISPLATIN#Phenoxodiol#AT-406#DEHYDROEQUOL#RITUXIMAB#TROGLITAZONE#ICI 182780#GDC0917#PMID25980951-Compound-11#PMID25980951-Compound-12#PMID25980951-Compound-30#PMID25980951-Compound-31#PMID25980951-Compound-33#PROTEASOME INHIBITOR#CLADRIBINE#TRAIL#DENSPM#GDC-0152#APG-1387",,",ENSG00000213413,ENSG00000163202"
ENSG00000102001,#LERCANIDIPINE HYDROCHLORIDE#celecoxib#AMLODIPINE MALEATE#GABAPENTIN#CINNARIZINE#PHLOROGLUCINOL#FELODIPINE#AZD1305#NISOLDIPINE#BENIDIPINE#NICARDIPINE HYDROCHLORIDE#DILTIAZEM MALATE#NILVADIPINE#CLEVIDIPINE#IMAGABALIN#SULOCTIDIL#TERODILINE HYDROCHLORIDE#CILNIDIPINE#DRONEDARONE HYDROCHLORIDE#ATAGABALIN#AZELNIDIPINE#VERAPAMIL HYDROCHLORIDE#ELPETRIGINE#VERAPAMIL#VERAPAMIL#ISRADIPINE#NIMODIPINE#BARNIDIPINE#LACIDIPINE#MANIDIPINE 6300#ARVERAPAMIL#GABAPENTIN ENACARBIL#AMLODIPINE BENZOATE#valproic acid#DILTIAZEM HYDROCHLORIDE#MEM 1003#BEPRIDIL HYDROCHLORIDE#NIFEDIPINE#AMLODIPINE BESYLATE#LEVAMLODIPINE MALEATE#CLEVIDIPINE#PREGABALIN#NITRENDIPINE,,",ENSG00000088002,ENSG00000129055"
ENSG00000102003,#6-HYDROXYDOPAMINE#MORPHINE#DIMETHYL SULFOXIDE,,",ENSG00000105197,ENSG00000205981,ENSG00000173418,ENSG00000134375,ENSG00000169100,ENSG00000134809,ENSG00000115423,ENSG00000215305,ENSG00000126768,ENSG00000100216,ENSG00000204152,ENSG00000125995,ENSG00000104980,ENSG00000265354,ENSG00000217930"
ENSG00000102096,#DOVITINIB#BAY-613606#SP-600125#SOTRASTAURIN#SGI-1776#AZD-1208#SGI-1776#LGH-447#AZD1208#LGH-447,,",ENSG00000140465,ENSG00000138061,ENSG00000197408"
ENSG00000102144,#lamivudine,,",ENSG00000164985,ENSG00000274274"
ENSG00000102230,#CT-2584#Sphingosine,,",ENSG00000177463,ENSG00000175324"
ENSG00000102245,#DAPIROLIZUMAB PEGOL#CP-870893#adalimumab#ROSIGLITAZONE#ABBV-428#AT-1501#MEDI4920#UltraCD40L#IL-2/CD40L-expressing leukemia vaccine#PG-102#CDP-7657#Dapirolizumab pegol#BISPECIFIC ANTIBODY#Chi Lob 7/4#ANTI CD3#FENOFIBRATE#ISF35#TUMOR VACCINES#PROSTAGLANDIN E1#ATORVASTATIN#DAZODALIBEP#IMATINIB#BPX-101#IL-2#BI 655064#RUPLIZUMAB#TORALIZUMAB#Lucatumumab#RAVAGALIMAB,,",ENSG00000108590,ENSG00000275700,ENSG00000150779,ENSG00000183751"
ENSG00000102312,#LGK974#WNT-974#ETC-1922159,,",ENSG00000205744,ENSG00000168781"
ENSG00000102393,"#MIGALASTAT#MIGALASTAT#Migalastat#Migalastat#PSEUDOEPHEDRINE#PINDOLOL#PRX-102#NORDIHYDROGUAIARETIC ACID#Anamorelin#migalastat#EBSELEN#Deoxynojirimycin#IODOACETAMIDE#L-GLUTAMIC ACID, N-PHTHALOYL#Maltose#MIGALASTAT HYDROCHLORIDE#4-CHLOROMERCURIBENZOIC ACID",,",ENSG00000101199"
